|   z |           k |        P_ks |        P_xq |      P_metal |       P_fid |    estat_ks |    estat_xq | estat_metal | esyst_res_ks | esyst_res_xq |   esyst_dla |  esyst_cont | esyst_metal |
| 3.8 | 3.95689e-02 | 1.04096e+01 | 1.19252e+01 |  1.74146e-01 | 1.00073e+01 | 6.80574e-01 | 6.41000e-01 | 3.42865e-02 |  4.20736e-02 |  3.98751e-01 | 2.58962e-03 | 2.82611e-04 | 1.70800e-02 |
| 3.8 | 4.98144e-02 | 6.15618e+00 | 8.31841e+00 |  1.16628e-01 | 6.30295e+00 | 4.28084e-01 | 6.03000e-01 | 2.54528e-02 |  4.19988e-02 |  3.98042e-01 | 1.55466e-03 | 2.79375e-04 | 1.21400e-02 |
| 3.8 | 6.27126e-02 | 3.66134e+00 | 4.49049e+00 |  9.07481e-02 | 3.70524e+00 | 2.28200e-01 | 3.14897e-01 | 1.98439e-02 |  3.91300e-02 |  3.70853e-01 | 9.41018e-04 | 1.39788e-04 | 8.47083e-03 |
| 3.8 | 7.89504e-02 | 1.84737e+00 | 2.54515e+00 |  5.81002e-02 | 2.03962e+00 | 1.24218e-01 | 2.70763e-01 | 1.04994e-02 |  3.41382e-02 |  3.23544e-01 | 4.94863e-04 | 3.76368e-05 | 5.80239e-03 |
| 3.8 | 9.93927e-02 | 9.41422e-01 | 1.52618e+00 |  3.85111e-02 | 1.05904e+00 | 4.74367e-02 | 1.88173e-01 | 6.27005e-03 |  2.80934e-02 |  2.66254e-01 | 2.81048e-04 | 1.45106e-05 | 3.90178e-03 |
| 3.8 | 1.25128e-01 | 3.91172e-01 |         nan |  2.84852e-02 | 5.23411e-01 | 2.60791e-02 |         nan | 5.07437e-03 |  2.20057e-02 |          nan | 1.44295e-04 | 8.48693e-06 | 2.57569e-03 |
| 3.8 | 1.57527e-01 | 1.90464e-01 |         nan |  1.79462e-02 | 2.48396e-01 | 1.73568e-02 |         nan | 2.83468e-03 |  1.65515e-02 |          nan | 8.36703e-05 | 2.70259e-06 | 1.66917e-03 |
| 3.8 | 1.98315e-01 | 9.51673e-02 |         nan |  1.45543e-02 | 1.14018e-01 | 1.13390e-02 |         nan | 2.99428e-03 |  1.20412e-02 |          nan | 4.58188e-05 | 6.53114e-07 | 1.06189e-03 |
| 3.8 | 2.49663e-01 | 4.94517e-02 |         nan |  9.32427e-03 | 5.08995e-02 | 8.92157e-03 |         nan | 1.76281e-03 |  8.51936e-03 |          nan | 2.49557e-05 | 4.34883e-07 | 6.63187e-04 |
| 3.8 | 3.14307e-01 | 2.68388e-02 |         nan |  5.59536e-03 | 2.21843e-02 | 6.67196e-03 |         nan | 1.08684e-03 |  5.88488e-03 |          nan | 1.10437e-05 | 8.37350e-08 | 4.06599e-04 |
| 3.8 | 3.95690e-01 | 1.19011e-02 |         nan |  3.19443e-03 | 9.46488e-03 | 4.72440e-03 |         nan | 7.98998e-04 |  3.97931e-03 |          nan | 3.60125e-06 | 6.34463e-08 | 2.44721e-04 |
| 4.0 | 1.10000e-03 | 1.34248e+02 | 1.19792e+02 |  2.62747e+00 | 1.13674e+02 | 1.62052e+01 | 2.04554e+01 | 1.32869e+00 |  4.22172e-04 |  3.56459e-03 | 3.60124e-01 | 1.01042e+01 | 3.23838e-01 |
| 4.0 | 3.30000e-03 | 1.01888e+02 | 1.00057e+02 |  7.61576e-01 | 1.01082e+02 | 1.17914e+01 | 1.48552e+01 | 5.13640e-01 |  3.37868e-03 |  2.85276e-02 | 4.51946e-02 | 4.78204e-01 | 2.11932e-01 |
| 4.0 | 5.50000e-03 | 6.50730e+01 | 7.42199e+01 |  1.51602e+00 | 8.37195e+01 | 9.60150e+00 | 1.37228e+01 | 6.24001e-01 |  7.77312e-03 |  6.56317e-02 | 2.91737e-02 | 6.58730e-02 | 1.50785e-01 |
| 4.0 | 7.70000e-03 | 6.75642e+01 | 5.36034e+01 |  1.33538e+00 | 7.02680e+01 | 7.60852e+00 | 1.05839e+01 | 6.54032e-01 |  1.27874e-02 |  1.07969e-01 | 2.38313e-02 | 2.94700e-02 | 1.14658e-01 |
| 4.0 | 9.93927e-03 | 4.84106e+01 | 4.45943e+01 |  1.14432e+00 | 5.96743e+01 | 6.72416e+00 | 8.80917e+00 | 4.45419e-01 |  1.80942e-02 |  1.52777e-01 | 1.71084e-02 | 4.29810e-02 | 9.07247e-02 |
| 4.0 | 1.25128e-02 | 4.64783e+01 | 4.91394e+01 |  5.35277e-01 | 5.01725e+01 | 6.40040e+00 | 5.76132e+00 | 2.11262e-01 |  2.41111e-02 |  2.03581e-01 | 1.33466e-02 | 1.42629e-02 | 7.20358e-02 |
| 4.0 | 1.57527e-02 | 3.76561e+01 | 4.78573e+01 |  4.78053e-01 | 4.09756e+01 | 4.86522e+00 | 5.45852e+00 | 1.96622e-01 |  3.12088e-02 |  2.63509e-01 | 1.11804e-02 | 8.53530e-03 | 5.61496e-02 |
| 4.0 | 1.98315e-02 | 3.17161e+01 | 3.38632e+01 |  2.96017e-01 | 3.23140e+01 | 4.00326e+00 | 3.41105e+00 | 1.27767e-01 |  3.90070e-02 |  3.29353e-01 | 8.83107e-03 | 4.76326e-03 | 4.29655e-02 |
| 4.0 | 2.49663e-02 | 2.15270e+01 | 3.01339e+01 |  2.19519e-01 | 2.44185e+01 | 1.77713e+00 | 2.70433e+00 | 8.26754e-02 |  4.67164e-02 |  3.94448e-01 | 6.20755e-03 | 5.50311e-03 | 3.22751e-02 |
| 4.0 | 3.14307e-02 | 1.75757e+01 | 2.20881e+01 |  1.27739e-01 | 1.75230e+01 | 1.41578e+00 | 1.73682e+00 | 4.58067e-02 |  5.31324e-02 |  4.48621e-01 | 4.37402e-03 | 1.13655e-03 | 2.38007e-02 |
| 4.0 | 3.95689e-02 | 1.50438e+01 | 1.54498e+01 |  1.49490e-01 | 1.18364e+01 | 9.44547e-01 | 1.07262e+00 | 4.25087e-02 |  5.68812e-02 |  4.80274e-01 | 3.06294e-03 | 3.34265e-04 | 1.72301e-02 |
| 4.0 | 4.98144e-02 | 8.69746e+00 | 1.01794e+01 |  9.38633e-02 | 7.47711e+00 | 6.29270e-01 | 6.56573e-01 | 2.22118e-02 |  5.69488e-02 |  4.80844e-01 | 1.84427e-03 | 3.31419e-04 | 1.22450e-02 |
| 4.0 | 6.27126e-02 | 5.19128e+00 | 7.19598e+00 |  6.11660e-02 | 4.40854e+00 | 3.74454e-01 | 4.59993e-01 | 1.67568e-02 |  5.32164e-02 |  4.49330e-01 | 1.11964e-03 | 1.66321e-04 | 8.54293e-03 |
| 4.0 | 7.89504e-02 | 2.99052e+00 | 4.63696e+00 |  5.59171e-02 | 2.43397e+00 | 1.84074e-01 | 4.71364e-01 | 1.40808e-02 |  4.65660e-02 |  3.93175e-01 | 5.90544e-04 | 4.49138e-05 | 5.85099e-03 |
| 4.0 | 9.93927e-02 | 1.32562e+00 | 2.22765e+00 |  3.38468e-02 | 1.26755e+00 | 7.23929e-02 | 2.07450e-01 | 7.13664e-03 |  3.84343e-02 |  3.24517e-01 | 3.36385e-04 | 1.73676e-05 | 3.93393e-03 |
| 4.0 | 1.25128e-01 | 5.89470e-01 |         nan |  2.67488e-02 | 6.28329e-01 | 3.66410e-02 |         nan | 6.08916e-03 |  3.01953e-02 |          nan | 1.73219e-04 | 1.01881e-05 | 2.59656e-03 |
| 4.0 | 1.57527e-01 | 2.61104e-01 |         nan |  1.83216e-02 | 2.99073e-01 | 2.01787e-02 |         nan | 4.76065e-03 |  2.27787e-02 |          nan | 1.00740e-04 | 3.25397e-06 | 1.68246e-03 |
| 4.0 | 1.98315e-01 | 1.31035e-01 |         nan |  1.05485e-02 | 1.37688e-01 | 1.81755e-02 |         nan | 2.75350e-03 |  1.66206e-02 |          nan | 5.53305e-05 | 7.88697e-07 | 1.07021e-03 |
| 4.0 | 2.49663e-01 | 6.47898e-02 |         nan |  7.09123e-03 | 6.16486e-02 | 1.30728e-02 |         nan | 1.96688e-03 |  1.17944e-02 |          nan | 3.02260e-05 | 5.26724e-07 | 6.68288e-04 |
| 4.0 | 3.14307e-01 | 2.67153e-02 |         nan |  3.34795e-03 | 2.69491e-02 | 6.43453e-03 |         nan | 1.52234e-03 |  8.17140e-03 |          nan | 1.34157e-05 | 1.01720e-07 | 4.09671e-04 |
| 4.0 | 3.95690e-01 | 1.38489e-02 |         nan |  3.25170e-03 | 1.15319e-02 | 4.92293e-03 |         nan | 1.33757e-03 |  5.54184e-03 |          nan | 4.38773e-06 | 7.73025e-08 | 2.46537e-04 |
| 4.2 | 1.10000e-03 | 2.14493e+02 | 1.65506e+02 |  1.96421e+00 | 1.27774e+02 | 3.08228e+01 | 4.39426e+01 | 3.17538e+00 |  4.77972e-04 |  4.81706e-03 | 4.04790e-01 | 1.13575e+01 | 3.27234e-01 |
| 4.2 | 3.30000e-03 | 1.22830e+02 | 8.72289e+01 |  1.45628e+00 | 1.15176e+02 | 1.70745e+01 | 2.74762e+01 | 5.30094e-01 |  3.87761e-03 |  3.90791e-02 | 5.14958e-02 | 5.44877e-01 | 2.14021e-01 |
| 4.2 | 5.50000e-03 | 8.39700e+01 | 9.95370e+01 |  5.42321e-01 | 9.59972e+01 | 1.46511e+01 | 2.15753e+01 | 3.55800e-01 |  8.97760e-03 |  9.04773e-02 | 3.34521e-02 | 7.55335e-02 | 1.52228e-01 |
| 4.2 | 7.70000e-03 | 6.82009e+01 | 1.09378e+02 |  7.83329e-01 | 8.09094e+01 | 1.16771e+01 | 2.71985e+01 | 4.08513e-01 |  1.48305e-02 |  1.49464e-01 | 2.74403e-02 | 3.39329e-02 | 1.15733e-01 |
| 4.2 | 9.93927e-03 | 6.91878e+01 | 6.83084e+01 |  9.45340e-01 | 6.89288e+01 | 1.41192e+01 | 1.36026e+01 | 3.27734e-01 |  2.10516e-02 |  2.12161e-01 | 1.97617e-02 | 4.96467e-02 | 9.15619e-02 |
| 4.2 | 1.25128e-02 | 6.23884e+01 | 5.56833e+01 |  9.84447e-01 | 5.81189e+01 | 9.34744e+00 | 1.28759e+01 | 3.56325e-01 |  2.81321e-02 |  2.83519e-01 | 1.54605e-02 | 1.65219e-02 | 7.26911e-02 |
| 4.2 | 1.57527e-02 | 4.50831e+01 | 4.78570e+01 |  4.88951e-01 | 4.76008e+01 | 6.48319e+00 | 1.31437e+01 | 1.60616e-01 |  3.65173e-02 |  3.68027e-01 | 1.29881e-02 | 9.91536e-03 | 5.66530e-02 |
| 4.2 | 1.98315e-02 | 4.51799e+01 | 4.09785e+01 |  2.52637e-01 | 3.76460e+01 | 4.55906e+00 | 6.50855e+00 | 1.11764e-01 |  4.57724e-02 |  4.61300e-01 | 1.02882e-02 | 5.54922e-03 | 4.33450e-02 |
| 4.2 | 2.49663e-02 | 3.30874e+01 | 3.46852e+01 |  4.31599e-01 | 2.85289e+01 | 3.10906e+00 | 5.26786e+00 | 1.45817e-01 |  5.49756e-02 |  5.54051e-01 | 7.25247e-03 | 6.42945e-03 | 3.25559e-02 |
| 4.2 | 3.14307e-02 | 2.15548e+01 | 2.80598e+01 |  1.50657e-01 | 2.05311e+01 | 2.26737e+00 | 3.77425e+00 | 7.58989e-02 |  6.27044e-02 |  6.31942e-01 | 5.12489e-03 | 1.33166e-03 | 2.40047e-02 |
| 4.2 | 3.95689e-02 | 1.82924e+01 | 1.46425e+01 |  2.28367e-01 | 1.39079e+01 | 1.96194e+00 | 1.63661e+00 | 5.04439e-02 |  6.73200e-02 |  6.78461e-01 | 3.59898e-03 | 3.92765e-04 | 1.73755e-02 |
| 4.2 | 4.98144e-02 | 1.12857e+01 | 1.29953e+01 |  1.37236e-01 | 8.81076e+00 | 9.43067e-01 | 1.37234e+00 | 3.86924e-02 |  6.75924e-02 |  6.81205e-01 | 2.17323e-03 | 3.90533e-04 | 1.23468e-02 |
| 4.2 | 6.27126e-02 | 6.71655e+00 | 7.82718e+00 |  8.88532e-02 | 5.20970e+00 | 6.10866e-01 | 5.96182e-01 | 2.08251e-02 |  6.33428e-02 |  6.38377e-01 | 1.32311e-03 | 1.96547e-04 | 8.61279e-03 |
| 4.2 | 7.89504e-02 | 4.07374e+00 | 4.97527e+00 |  7.21206e-02 | 2.88450e+00 | 2.76929e-01 | 5.98402e-01 | 1.98878e-02 |  5.55848e-02 |  5.60191e-01 | 6.99855e-04 | 5.32274e-05 | 5.89806e-03 |
| 4.2 | 9.93927e-02 | 1.64474e+00 | 2.39258e+00 |  5.30800e-02 | 1.50647e+00 | 1.13039e-01 | 3.89746e-01 | 1.13600e-02 |  4.60092e-02 |  4.63688e-01 | 3.99789e-04 | 2.06412e-05 | 3.96506e-03 |
| 4.2 | 1.25128e-01 | 8.19863e-01 |         nan |  3.86808e-02 | 7.48892e-01 | 5.35380e-02 |         nan | 7.42414e-03 |  3.62496e-02 |          nan | 2.06456e-04 | 1.21430e-05 | 2.61677e-03 |
| 4.2 | 1.57527e-01 | 3.97381e-01 |         nan |  2.83631e-02 | 3.57477e-01 | 2.98597e-02 |         nan | 5.29116e-03 |  2.74241e-02 |          nan | 1.20413e-04 | 3.88941e-06 | 1.69533e-03 |
| 4.2 | 1.98315e-01 | 1.87637e-01 |         nan |  1.97336e-02 | 1.65046e-01 | 2.52848e-02 |         nan | 2.82873e-03 |  2.00673e-02 |          nan | 6.63243e-05 | 9.45406e-07 | 1.07825e-03 |
| 4.2 | 2.49663e-01 | 7.74176e-02 |         nan |  8.66727e-03 | 7.41088e-02 | 2.18107e-02 |         nan | 1.67894e-03 |  1.42808e-02 |          nan | 3.63351e-05 | 6.33182e-07 | 6.73225e-04 |
| 4.2 | 3.14307e-01 | 4.35754e-02 |         nan |  8.56230e-03 | 3.24884e-02 | 1.22839e-02 |         nan | 1.47998e-03 |  9.92232e-03 |          nan | 1.61733e-05 | 1.22628e-07 | 4.12644e-04 |
| 4.2 | 3.95690e-01 | 1.99430e-02 |         nan |  2.42704e-03 | 1.39420e-02 | 8.51214e-03 |         nan | 1.00650e-03 |  6.74852e-03 |          nan | 5.30472e-06 | 9.34578e-08 | 2.48293e-04 |
| 4.4 | 1.10000e-03 | 2.57351e+02 |         nan |  1.49659e+01 | 1.42989e+02 | 6.31362e+01 |         nan | 1.15296e+01 |  5.68832e-04 |          nan | 4.52994e-01 | 1.27099e+01 | 3.30535e-01 |
| 4.4 | 3.30000e-03 | 1.56232e+02 |         nan |  2.75715e+00 | 1.30589e+02 | 4.14226e+01 |         nan | 1.10621e+00 |  4.67556e-03 |          nan | 5.83872e-02 | 6.17796e-01 | 2.16051e-01 |
| 4.4 | 5.50000e-03 | 1.28278e+02 |         nan |  1.29935e+00 | 1.09508e+02 | 2.89988e+01 |         nan | 5.84292e-01 |  1.08910e-02 |          nan | 3.81603e-02 | 8.61645e-02 | 1.53629e-01 |
| 4.4 | 7.70000e-03 | 1.05792e+02 |         nan |  1.08840e+00 | 9.26677e+01 | 3.01273e+01 |         nan | 6.81724e-01 |  1.80637e-02 |          nan | 3.14281e-02 | 3.88643e-02 | 1.16777e-01 |
| 4.4 | 9.93927e-03 | 8.10022e+01 |         nan |  1.50754e+00 | 7.91865e+01 | 2.82323e+01 |         nan | 4.88260e-01 |  2.57192e-02 |          nan | 2.27025e-02 | 5.70349e-02 | 9.23749e-02 |
| 4.4 | 1.25128e-02 | 9.59488e+01 |         nan |  9.09547e-01 | 6.69513e+01 | 2.23724e+01 |         nan | 3.98704e-01 |  3.44639e-02 |          nan | 1.78101e-02 | 1.90327e-02 | 7.33273e-02 |
| 4.4 | 1.57527e-02 | 5.84849e+01 |         nan |  6.86646e-01 | 5.49854e+01 | 1.47039e+01 |         nan | 2.39941e-01 |  4.48592e-02 |          nan | 1.50031e-02 | 1.14536e-02 | 5.71417e-02 |
| 4.4 | 1.98315e-02 | 5.10431e+01 |         nan |  2.49120e-01 | 4.36056e+01 | 8.49304e+00 |         nan | 1.21904e-01 |  5.63832e-02 |          nan | 1.19169e-02 | 6.42771e-03 | 4.37134e-02 |
| 4.4 | 2.49663e-02 | 4.02578e+01 |         nan |  5.67837e-01 | 3.31360e+01 | 6.07254e+00 |         nan | 1.86715e-01 |  6.79056e-02 |          nan | 8.42368e-03 | 7.46775e-03 | 3.28285e-02 |
| 4.4 | 3.14307e-02 | 3.50239e+01 |         nan |  3.02451e-01 | 2.39122e+01 | 5.30403e+00 |         nan | 1.00796e-01 |  7.76652e-02 |          nan | 5.96886e-03 | 1.55096e-03 | 2.42027e-02 |
| 4.4 | 3.95689e-02 | 2.23580e+01 |         nan |  2.20759e-01 | 1.62427e+01 | 3.95756e+00 |         nan | 7.75710e-02 |  8.36112e-02 |          nan | 4.20318e-03 | 4.58702e-04 | 1.75166e-02 |
| 4.4 | 4.98144e-02 | 1.42614e+01 |         nan |  1.28545e-01 | 1.03182e+01 | 1.63986e+00 |         nan | 5.45824e-02 |  8.41800e-02 |          nan | 2.54504e-03 | 4.57348e-04 | 1.24455e-02 |
| 4.4 | 6.27126e-02 | 8.95239e+00 |         nan |  7.85032e-02 | 6.11777e+00 | 1.00352e+00 |         nan | 2.91459e-02 |  7.91040e-02 |          nan | 1.55373e-03 | 2.30806e-04 | 8.68054e-03 |
| 4.4 | 7.89504e-02 | 4.74146e+00 |         nan |  5.33036e-02 | 3.39659e+00 | 6.97911e-01 |         nan | 1.71434e-02 |  6.96064e-02 |          nan | 8.24100e-04 | 6.26769e-05 | 5.94372e-03 |
| 4.4 | 9.93927e-02 | 1.88709e+00 |         nan |  2.33420e-02 | 1.77879e+00 | 2.53569e-01 |         nan | 1.13021e-02 |  5.77736e-02 |          nan | 4.72057e-04 | 2.43724e-05 | 3.99525e-03 |
| 4.4 | 1.25128e-01 | 1.02118e+00 |         nan | -1.37448e-03 | 8.86694e-01 | 1.34542e-01 |         nan | 8.25465e-03 |  4.56436e-02 |          nan | 2.44445e-04 | 1.43774e-05 | 2.63636e-03 |
| 4.4 | 1.57527e-01 | 4.40273e-01 |         nan | -2.09504e-02 | 4.24418e-01 | 6.07781e-02 |         nan | 9.02815e-03 |  3.46258e-02 |          nan | 1.42962e-04 | 4.61774e-06 | 1.70782e-03 |
| 4.4 | 1.98315e-01 | 1.77502e-01 |         nan | -1.15250e-04 | 1.96490e-01 | 3.48703e-02 |         nan | 3.92221e-03 |  2.54066e-02 |          nan | 7.89605e-05 | 1.12553e-06 | 1.08605e-03 |
| 4.4 | 2.49663e-01 | 7.92050e-02 |         nan |  1.47404e-03 | 8.84704e-02 | 2.08221e-02 |         nan | 2.94082e-03 |  1.81302e-02 |          nan | 4.33765e-05 | 7.55888e-07 | 6.78011e-04 |
| 4.4 | 3.14307e-01 | 2.96828e-02 |         nan | -9.16387e-03 | 3.88909e-02 | 1.79857e-02 |         nan | 3.46766e-03 |  1.26315e-02 |          nan | 1.93605e-05 | 1.46794e-07 | 4.15525e-04 |
| 4.4 | 3.95690e-01 | 1.50775e-02 |         nan | -1.42603e-03 | 1.67354e-02 | 1.34564e-02 |         nan | 2.04305e-03 |  8.61472e-03 |          nan | 6.36756e-06 | 1.12183e-07 | 2.49996e-04 |
| 4.6 | 1.10000e-03 | 4.31509e+02 |         nan |  5.40716e+00 | 1.59363e+02 | 1.48348e+02 |         nan | 5.55699e+00 |  9.05992e-04 |          nan | 5.04867e-01 | 1.41654e+01 | 3.33748e-01 |
| 4.6 | 3.30000e-03 | 2.47273e+02 |         nan |  1.89093e+00 | 1.47390e+02 | 8.75358e+01 |         nan | 9.35512e-01 |  7.54136e-03 |          nan | 6.58991e-02 | 6.97279e-01 | 2.18025e-01 |
| 4.6 | 5.50000e-03 | 1.35195e+02 |         nan |  1.74990e+00 | 1.24324e+02 | 5.55087e+01 |         nan | 5.88127e-01 |  1.76698e-02 |          nan | 4.33232e-02 | 9.78221e-02 | 1.54991e-01 |
| 4.6 | 7.70000e-03 | 7.68099e+01 |         nan |  1.06792e+00 | 1.05612e+02 | 3.38988e+01 |         nan | 3.31716e-01 |  2.94203e-02 |          nan | 3.58183e-02 | 4.42932e-02 | 1.17792e-01 |
| 4.6 | 9.93927e-03 | 1.64445e+02 |         nan |  1.24278e+00 | 9.05128e+01 | 7.88475e+01 |         nan | 5.66427e-01 |  4.20116e-02 |          nan | 2.59497e-02 | 6.51928e-02 | 9.31651e-02 |
| 4.6 | 1.25128e-02 | 1.25597e+02 |         nan |  1.15215e+00 | 7.67301e+01 | 3.33453e+01 |         nan | 4.95518e-01 |  5.64452e-02 |          nan | 2.04114e-02 | 2.18126e-02 | 7.39457e-02 |
| 4.6 | 1.57527e-02 | 9.25026e+01 |         nan |  5.56036e-01 | 6.31833e+01 | 2.67304e+01 |         nan | 2.05941e-01 |  7.36652e-02 |          nan | 1.72399e-02 | 1.31612e-02 | 5.76166e-02 |
| 4.6 | 1.98315e-02 | 7.94292e+01 |         nan |  2.98517e-01 | 5.02395e+01 | 2.33196e+01 |         nan | 1.81242e-01 |  9.28336e-02 |          nan | 1.37299e-02 | 7.40558e-03 | 4.40714e-02 |
| 4.6 | 2.49663e-02 | 3.72373e+01 |         nan |  2.72959e-01 | 3.82782e+01 | 7.84813e+00 |         nan | 1.61250e-01 |  1.12102e-01 |          nan | 9.73089e-03 | 8.62661e-03 | 3.30934e-02 |
| 4.6 | 3.14307e-02 | 4.78434e+01 |         nan |  2.19382e-01 | 2.76961e+01 | 1.03089e+01 |         nan | 8.43252e-02 |  1.28552e-01 |          nan | 6.91337e-03 | 1.79638e-03 | 2.43949e-02 |
| 4.6 | 3.95689e-02 | 3.74560e+01 |         nan |  2.72760e-01 | 1.88627e+01 | 1.03971e+01 |         nan | 8.46510e-02 |  1.38760e-01 |          nan | 4.88118e-03 | 5.32693e-04 | 1.76536e-02 |
| 4.6 | 4.98144e-02 | 2.33789e+01 |         nan |  1.40952e-01 | 1.20143e+01 | 3.44896e+00 |         nan | 5.14570e-02 |  1.40074e-01 |          nan | 2.96339e-03 | 5.32527e-04 | 1.25413e-02 |
| 4.6 | 6.27126e-02 | 1.48437e+01 |         nan |  9.09793e-02 | 7.14226e+00 | 2.43914e+00 |         nan | 2.93464e-02 |  1.31976e-01 |          nan | 1.81392e-03 | 2.69457e-04 | 8.74634e-03 |
| 4.6 | 7.89504e-02 | 6.52815e+00 |         nan |  4.54923e-02 | 3.97588e+00 | 8.43018e-01 |         nan | 1.41519e-02 |  1.16438e-01 |          nan | 9.64652e-04 | 7.33665e-05 | 5.98805e-03 |
| 4.6 | 9.93927e-02 | 4.48990e+00 |         nan |  8.24271e-02 | 2.08767e+00 | 6.09352e-01 |         nan | 1.49779e-02 |  9.69000e-02 |          nan | 5.54029e-04 | 2.86047e-05 | 4.02456e-03 |
| 4.6 | 1.25128e-01 | 1.94427e+00 |         nan |  1.35416e-01 | 1.04342e+00 | 4.36641e-01 |         nan | 2.32285e-02 |  7.67576e-02 |          nan | 2.87653e-04 | 1.69187e-05 | 2.65538e-03 |
| 4.6 | 1.57527e-01 | 8.30718e-01 |         nan |  1.64193e-01 | 5.00758e-01 | 1.23902e-01 |         nan | 2.82526e-02 |  5.83832e-02 |          nan | 1.68676e-04 | 5.44834e-06 | 1.71993e-03 |
| 4.6 | 1.98315e-01 | 4.52032e-01 |         nan |  5.12707e-02 | 2.32447e-01 | 1.12161e-01 |         nan | 9.44615e-03 |  4.29520e-02 |          nan | 9.34098e-05 | 1.33149e-06 | 1.09362e-03 |
| 4.6 | 2.49663e-01 | 1.50065e-01 |         nan |  2.23693e-02 | 1.04937e-01 | 3.74748e-02 |         nan | 5.27315e-03 |  3.07318e-02 |          nan | 5.14500e-05 | 8.96577e-07 | 6.82655e-04 |
| 4.6 | 3.14307e-01 | 7.83335e-02 |         nan |  5.33138e-02 | 4.62516e-02 | 6.91016e-02 |         nan | 1.35649e-02 |  2.14678e-02 |          nan | 2.30248e-05 | 1.74577e-07 | 4.18321e-04 |
| 4.6 | 3.95690e-01 | 1.77195e-02 |         nan |  1.18615e-02 | 1.99555e-02 | 4.37307e-02 |         nan | 5.00420e-03 |  1.46799e-02 |          nan | 7.59276e-06 | 1.33768e-07 | 2.51647e-04 |
